State Code	County Name	 County Population 	Clinton or Trump State	 Clinton 	 Trump 
OK	Creek County	 70 892 	Trump	 5 834 	 21 539 
OK	Custer County	 29 744 	Trump	 2 102 	 7 818 
OK	Delaware County	 41 459 	Trump	 3 306 	 11 796 
OK	Dewey County	 4 995 	Trump	 222 	 1 964 
OK	Ellis County	 4 231 	Trump	 155 	 1 610 
OK	Garfield County	 63 569 	Trump	 4 391 	 15 998 
OK	Garvin County	 27 755 	Trump	 1 852 	 8 243 
OK	Grady County	 54 648 	Trump	 3 878 	 17 293 
OK	Grant County	 4 523 	Trump	 287 	 1 827 
OK	Greer County	 6 070 	Trump	 323 	 1 482 
OK	Harmon County	 2 788 	Trump	 224 	 714 
OK	Harper County	 3 754 	Trump	 131 	 1 307 
OK	Haskell County	 12 845 	Trump	 882 	 3 697 
OK	Hughes County	 13 735 	Trump	 961 	 3 387 
OK	Jackson County	 25 574 	Trump	 1 473 	 5 969 
OK	Jefferson County	 6 276 	Trump	 365 	 1 905 
OK	Johnston County	 10 980 	Trump	 782 	 3 081 
OK	Kay County	 45 366 	Trump	 3 734 	 12 168 
OK	Kingfisher County	 15 584 	Trump	 783 	 5 151 
OK	Kiowa County	 9 144 	Trump	 766 	 2 593 
OK	Latimer County	 10 483 	Trump	 797 	 3 094 
OK	Le Flore County	 49 605 	Trump	 3 245 	 13 346 
OK	Lincoln County	 35 042 	Trump	 2 423 	 10 838 
OK	Logan County	 45 996 	Trump	 4 239 	 13 613 
OK	Love County	 9 870 	Trump	 735 	 2 920 
OK	McClain County	 38 066 	Trump	 2 893 	 13 151 
OK	McCurtain County	 33 048 	Trump	 1 799 	 8 642 
OK	McIntosh County	 19 990 	Trump	 2 122 	 5 501 
OK	Major County	 7 771 	Trump	 310 	 2 940 
OK	Marshall County	 16 232 	Trump	 1 095 	 4 202 
OK	Mayes County	 40 887 	Trump	 3 423 	 11 550 
OK	Murray County	 13 936 	Trump	 1 086 	 4 173 
OK	Muskogee County	 69 699 	Trump	 7 969 	 15 029 
OK	Noble County	 11 554 	Trump	 901 	 3 707 
OK	Nowata County	 10 539 	Trump	 742 	 3 321 
OK	Okfuskee County	 12 181 	Trump	 943 	 2 791 
OK	Oklahoma County	 776 864 	Trump	 112 661 	 141 429 
OK	Okmulgee County	 39 187 	Trump	 4 379 	 8 926 
OK	Osage County	 47 887 	Trump	 5 593 	 12 559 
OK	Ottawa County	 31 981 	Trump	 2 584 	 7 627 
OK	Pawnee County	 16 436 	Trump	 1 341 	 4 716 
OK	Payne County	 80 850 	Trump	 8 785 	 16 644 
OK	Pittsburg County	 44 610 	Trump	 3 704 	 12 740 
OK	Pontotoc County	 38 194 	Trump	 3 633 	 10 420 
OK	Pottawatomie County	 71 875 	Trump	 6 005 	 17 826 
OK	Pushmataha County	 11 183 	Trump	 748 	 3 581 
OK	Roger Mills County	 3 788 	Trump	 151 	 1 546 
OK	Rogers County	 90 802 	Trump	 7 895 	 30 893 
OK	Seminole County	 25 548 	Trump	 2 067 	 5 612 
OK	Sequoyah County	 41 153 	Trump	 3 061 	 10 888 
OK	Stephens County	 44 581 	Trump	 3 084 	 14 166 
OK	Texas County	 21 489 	Trump	 855 	 4 615 
OK	Tillman County	 7 515 	Trump	 657 	 1 944 
OK	Tulsa County	 639 242 	Trump	 87 663 	 143 985 
OK	Wagoner County	 76 559 	Trump	 6 711 	 22 967 
OK	Washington County	 52 021 	Trump	 5 047 	 15 810 
OK	Washita County	 11 661 	Trump	 588 	 3 851 
OK	Woods County	 9 304 	Trump	 521 	 2 945 
OK	Woodward County	 21 559 	Trump	 871 	 6 329 
OR	Baker County	 16 005 	Clinton	 1 781 	 6 160 
OR	Benton County	 87 572 	Clinton	 28 431 	 13 030 
OR	Clackamas County	 401 515 	Clinton	 90 187 	 79 062 
OR	Clatsop County	 37 831 	Clinton	 8 899 	 7 794 
OR	Columbia County	 49 600 	Clinton	 9 959 	 12 967 
OR	Coos County	 63 121 	Clinton	 10 355 	 17 699 
OR	Crook County	 21 630 	Clinton	 2 591 	 8 388 
OR	Curry County	 22 483 	Clinton	 4 253 	 7 157 
OR	Deschutes County	 175 268 	Clinton	 40 222 	 43 667 
OR	Douglas County	 107 685 	Clinton	 13 891 	 34 112 
OR	Gilliam County	 1 859 	Clinton	 221 	 632 
OR	Grant County	 7 185 	Clinton	 732 	 3 187 
OR	Harney County	 7 200 	Clinton	 682 	 2 904 
OR	Hood River County	 23 137 	Clinton	 6 359 	 3 223 
OR	Jackson County	 212 567 	Clinton	 43 550 	 53 083 
OR	Jefferson County	 22 666 	Clinton	 2 892 	 5 337 
OR	Josephine County	 84 745 	Clinton	 13 223 	 26 582 
OR	Klamath County	 66 016 	Clinton	 7 080 	 20 170 
OR	Lake County	 7 829 	Clinton	 628 	 3 001 
OR	Lane County	 362 895 	Clinton	 100 497 	 66 218 
OR	Lincoln County	 47 038 	Clinton	 12 300 	 9 901 
OR	Linn County	 120 547 	Clinton	 17 456 	 32 683 
OR	Malheur County	 30 380 	Clinton	 2 213 	 7 141 
OR	Marion County	 330 700 	Clinton	 48 803 	 54 336 
OR	Morrow County	 11 190 	Clinton	 1 004 	 2 698 
OR	Multnomah County	 790 294 	Clinton	 271 754 	 63 055 
OR	Polk County	 79 391 	Clinton	 15 741 	 18 333 
OR	Sherman County	 1 680 	Clinton	 202 	 726 
OR	Tillamook County	 25 653 	Clinton	 5 701 	 6 486 
OR	Umatilla County	 76 531 	Clinton	 7 466 	 16 775 
OR	Union County	 25 790 	Clinton	 3 221 	 8 378 
OR	Wallowa County	 6 856 	Clinton	 1 097 	 2 825 
OR	Wasco County	 25 775 	Clinton	 4 634 	 5 721 
OR	Washington County	 574 326 	Clinton	 137 818 	 75 903 
OR	Wheeler County	 1 358 	Clinton	 153 	 583 
OR	Yamhill County	 102 659 	Clinton	 18 635 	 22 589 
PA	Adams County	 102 295 	Trump	 14 077 	 31 249 
PA	Allegheny County	 1 230 459 	Trump	 363 017 	 257 488 
PA	Armstrong County	 67 052 	Trump	 6 849 	 22 676 
PA	Beaver County	 168 871 	Trump	 30 225 	 46 081 
PA	Bedford County	 48 586 	Trump	 3 613 	 19 455 
PA	Berks County	 415 271 	Trump	 75 169 	 93 094 
PA	Blair County	 125 593 	Trump	 13 093 	 37 224 
PA	Bradford County	 61 281 	Trump	 6 263 	 17 957 
PA	Bucks County	 627 367 	Trump	 165 861 	 163 873 
PA	Butler County	 186 818 	Trump	 26 834 	 61 388 
PA	Cambria County	 136 411 	Trump	 17 798 	 40 510 
PA	Cameron County	 4 732 	Trump	 469 	 1 495 
PA	Carbon County	 63 960 	Trump	 8 917 	 18 714 
PA	Centre County	 160 580 	Trump	 36 555 	 35 099 
PA	Chester County	 515 939 	Trump	 140 188 	 115 582 
PA	Clarion County	 39 498 	Trump	 4 256 	 12 545 
PA	Clearfield County	 80 994 	Trump	 7 700 	 23 909 
PA	Clinton County	 39 441 	Trump	 4 533 	 9 701 
PA	Columbia County	 66 672 	Trump	 8 502 	 17 387 
PA	Crawford County	 86 484 	Trump	 10 215 	 23 912 
PA	Cumberland County	 246 338 	Trump	 44 282 	 65 649 
PA	Dauphin County	 272 983 	Trump	 64 287 	 60 620 
PA	Delaware County	 563 894 	Trump	 169 169 	 106 559 
PA	Elk County	 30 872 	Trump	 3 637 	 9 704 
PA	Erie County	 278 045 	Trump	 54 820 	 57 168 
PA	Fayette County	 133 628 	Trump	 17 826 	 34 388 
PA	Forest County	 7 410 	Trump	 626 	 1 680 
PA	Franklin County	 153 638 	Trump	 17 322 	 49 554 
PA	Fulton County	 14 629 	Trump	 904 	 5 676 
PA	Greene County	 37 519 	Trump	 4 157 	 10 394 
PA	Huntingdon County	 45 668 	Trump	 4 487 	 14 369 
PA	Indiana County	 86 966 	Trump	 11 468 	 24 920 
PA	Jefferson County	 44 430 	Trump	 3 437 	 14 533 
PA	Juniata County	 24 737 	Trump	 1 810 	 8 234 
PA	Lackawanna County	 211 917 	Trump	 51 593 	 48 102 
PA	Lancaster County	 536 624 	Trump	 90 066 	 137 145 
PA	Lawrence County	 88 082 	Trump	 13 933 	 25 323 
PA	Lebanon County	 137 067 	Trump	 17 860 	 38 804 
PA	Lehigh County	 360 685 	Trump	 77 087 	 70 285 
PA	Luzerne County	 318 449 	Trump	 51 454 	 77 508 
PA	Lycoming County	 116 048 	Trump	 12 926 	 35 475 
PA	McKean County	 42 412 	Trump	 3 802 	 11 159 
PA	Mercer County	 114 234 	Trump	 17 631 	 30 034 
PA	Mifflin County	 46 500 	Trump	 3 563 	 14 050 
PA	Monroe County	 166 397 	Trump	 31 930 	 31 706 
PA	Montgomery County	 819 264 	Trump	 251 063 	 160 803 
PA	Montour County	 18 557 	Trump	 2 851 	 5 274 
PA	Northampton County	 300 813 	Trump	 65 936 	 71 384 
PA	Northumberland County	 93 246 	Trump	 9 184 	 24 418 
PA	Perry County	 45 685 	Trump	 4 630 	 15 613 
PA	Philadelphia County	 1 567 442 	Trump	 560 542 	 105 418 
PA	Pike County	 55 949 	Trump	 9 247 	 16 035 
PA	Potter County	 17 093 	Trump	 1 300 	 6 247 
PA	Schuylkill County	 144 590 	Trump	 16 724 	 43 937 
PA	Snyder County	 40 444 	Trump	 3 991 	 11 710 
PA	Somerset County	 75 522 	Trump	 7 367 	 27 347 
PA	Sullivan County	 6 328 	Trump	 756 	 2 318 
PA	Susquehanna County	 41 666 	Trump	 5 065 	 13 295 
PA	Tioga County	 41 877 	Trump	 3 642 	 12 928 
PA	Union County	 44 954 	Trump	 6 138 	 10 605 
PA	Venango County	 53 119 	Trump	 5 889 	 15 254 
PA	Warren County	 40 396 	Trump	 4 828 	 12 032 
PA	Washington County	 208 261 	Trump	 34 436 	 58 941 
PA	Wayne County	 51 198 	Trump	 6 398 	 15 269 
PA	Westmoreland County	 357 956 	Trump	 59 506 	 116 427 
PA	Wyoming County	 27 800 	Trump	 3 573 	 8 375 
PA	York County	 442 867 	Trump	 67 428 	 126 933 
RI	Bristol County	 49 084 	Clinton	 14 532 	 8 910 
RI	Kent County	 164 801 	Clinton	 37 582 	 38 141 
RI	Newport County	 82 423 	Clinton	 22 680 	 14 975 
RI	Providence County	 633 473 	Clinton	 141 597 	 90 321 
RI	Washington County	 126 517 	Clinton	 33 511 	 27 074 
SC	Abbeville County	 24 932 	Trump	 3 712 	 6 742 
SC	Aiken County	 165 829 	Trump	 25 426 	 45 981 
SC	Allendale County	 9 433 	Trump	 2 722 	 788 
SC	Anderson County	 194 692 	Trump	 21 040 	 56 109 
SC	Bamberg County	 14 880 	Trump	 3 886 	 2 197 
SC	Barnwell County	 21 725 	Trump	 4 395 	 4 888 
SC	Beaufort County	 179 589 	Trump	 29 577 	 39 986 
SC	Berkeley County	 202 786 	Trump	 30 492 	 44 223 
SC	Calhoun County	 14 781 	Trump	 3 569 	 3 785 
SC	Charleston County	 389 262 	Trump	 89 048 	 75 233 
SC	Cherokee County	 56 194 	Trump	 6 089 	 15 165 
SC	Chester County	 32 267 	Trump	 6 582 	 7 272 
SC	Chesterfield County	 46 017 	Trump	 7 125 	 9 576 
SC	Clarendon County	 33 775 	Trump	 7 635 	 7 246 
SC	Colleton County	 37 731 	Trump	 7 616 	 9 083 
SC	Darlington County	 67 548 	Trump	 13 866 	 14 973 
SC	Dillon County	 31 234 	Trump	 5 832 	 5 637 
SC	Dorchester County	 152 478 	Trump	 24 010 	 34 932 
SC	Edgefield County	 26 514 	Trump	 4 491 	 6 842 
SC	Fairfield County	 22 747 	Trump	 6 936 	 4 024 
SC	Florence County	 138 900 	Trump	 26 630 	 29 498 
SC	Georgetown County	 61 298 	Trump	 13 234 	 17 334 
SC	Greenville County	 491 863 	Trump	 73 338 	 125 595 
SC	Greenwood County	 69 838 	Trump	 10 633 	 16 881 
SC	Hampton County	 20 049 	Trump	 5 163 	 3 483 
SC	Horry County	 309 199 	Trump	 36 731 	 83 819 
SC	Jasper County	 27 824 	Trump	 7 789 	 6 100 
SC	Kershaw County	 63 603 	Trump	 10 293 	 17 464 
SC	Lancaster County	 85 842 	Trump	 13 718 	 23 598 
SC	Laurens County	 66 623 	Trump	 8 845 	 16 770 
SC	Lee County	 17 896 	Trump	 5 170 	 2 789 
SC	Lexington County	 281 833 	Trump	 35 143 	 79 866 
SC	McCormick County	 9 706 	Trump	 2 479 	 2 651 
SC	Marion County	 31 747 	Trump	 8 522 	 5 434 
SC	Marlboro County	 27 494 	Trump	 5 928 	 4 257 
SC	Newberry County	 38 012 	Trump	 6 212 	 10 011 
SC	Oconee County	 75 713 	Trump	 7 979 	 24 096 
SC	Orangeburg County	 89 208 	Trump	 26 258 	 11 909 
SC	Pickens County	 121 691 	Trump	 10 327 	 36 096 
SC	Richland County	 407 051 	Trump	 108 401 	 52 753 
SC	Saluda County	 20 053 	Trump	 2 809 	 5 525 
SC	Spartanburg County	 297 302 	Trump	 39 888 	 76 101 
SC	Sumter County	 107 480 	Trump	 24 024 	 18 733 
SC	Union County	 27 777 	Trump	 4 727 	 7 058 
SC	Williamsburg County	 32 535 	Trump	 9 949 	 4 863 
SC	York County	 251 195 	Trump	 41 230 	 66 245 
SD	Aurora County	 2 733 	Trump	 340 	 974 
SD	Beadle County	 18 372 	Trump	 1 912 	 4 455 
SD	Bennett County	 3 423 	Trump	 412 	 666 
SD	Bon Homme County	 6 985 	Trump	 704 	 2 105 
SD	Brookings County	 33 897 	Trump	 4 879 	 6 748 
SD	Brown County	 38 785 	Trump	 5 452 	 9 613 
SD	Brule County	 5 281 	Trump	 571 	 1 565 
SD	Buffalo County	 2 095 	Trump	 296 	 171 
SD	Butte County	 10 283 	Trump	 693 	 3 355 
SD	Campbell County	 1 397 	Trump	 105 	 704 
SD	Charles Mix County	 9 383 	Trump	 935 	 2 382 
SD	Clark County	 3 659 	Trump	 398 	 1 139 
SD	Clay County	 13 964 	Trump	 2 608 	 2 109 
SD	Codington County	 27 939 	Trump	 3 174 	 7 764 
SD	Corson County	 4 197 	Trump	 535 	 588 
SD	Custer County	 8 446 	Trump	 1 120 	 3 290 
SD	Davison County	 19 858 	Trump	 2 355 	 5 157 
SD	Day County	 5 539 	Trump	 974 	 1 627 
SD	Deuel County	 4 333 	Trump	 570 	 1 366 
SD	Dewey County	 5 685 	Trump	 887 	 723 
SD	Douglas County	 2 977 	Trump	 214 	 1 338 
SD	Edmunds County	 3 999 	Trump	 380 	 1 433 
SD	Fall River County	 6 867 	Trump	 821 	 2 511 
SD	Faulk County	 2 337 	Trump	 204 	 858 
SD	Grant County	 7 142 	Trump	 970 	 2 381 
SD	Gregory County	 4 201 	Trump	 391 	 1 600 
SD	Haakon County	 1 861 	Trump	 77 	 936 
SD	Hamlin County	 6 047 	Trump	 555 	 2 051 
SD	Hand County	 3 348 	Trump	 334 	 1 391 
SD	Hanson County	 3 385 	Trump	 424 	 1 497 
SD	Harding County	 1 267 	Trump	 38 	 694 
SD	Hughes County	 17 555 	Trump	 2 449 	 5 174 
SD	Hutchinson County	 7 301 	Trump	 692 	 2 517 
SD	Hyde County	 1 397 	Trump	 125 	 543 
SD	Jackson County	 3 321 	Trump	 323 	 722 
SD	Jerauld County	 1 997 	Trump	 264 	 648 
SD	Jones County	 924 	Trump	 69 	 450 
SD	Kingsbury County	 4 990 	Trump	 703 	 1 680 
SD	Lake County	 12 622 	Trump	 2 314 	 4 038 
SD	Lawrence County	 24 827 	Trump	 3 356 	 7 411 
SD	Lincoln County	 52 849 	Trump	 8 076 	 15 499 
SD	Lyman County	 3 876 	Trump	 369 	 977 
SD	McCook County	 5 599 	Trump	 623 	 1 794 
SD	McPherson County	 2 415 	Trump	 192 	 892 
SD	Marshall County	 4 769 	Trump	 754 	 1 056 
SD	Meade County	 26 986 	Trump	 2 223 	 8 441 
SD	Mellette County	 2 050 	Trump	 238 	 402 
SD	Miner County	 2 236 	Trump	 281 	 706 
SD	Minnehaha County	 185 197 	Trump	 30 610 	 42 043 
SD	Moody County	 6 430 	Trump	 1 042 	 1 729 
SD	Pennington County	 108 702 	Trump	 14 074 	 29 804 
SD	Perkins County	 3 019 	Trump	 188 	 1 333 
SD	Potter County	 2 320 	Trump	 215 	 1 069 
SD	Roberts County	 10 311 	Trump	 1 539 	 2 142 
SD	Sanborn County	 2 355 	Trump	 241 	 819 
SD	Oglala County		Trump	 2 504 	 241 
SD	Spink County	 6 524 	Trump	 919 	 1 854 
SD	Stanley County	 2 954 	Trump	 329 	 1 148 
SD	Sully County	 1 426 	Trump	 137 	 679 
SD	Todd County	 9 959 	Trump	 1 505 	 487 
SD	Tripp County	 5 434 	Trump	 462 	 2 069 
SD	Turner County	 8 209 	Trump	 961 	 2 937 
SD	Union County	 14 909 	Trump	 2 227 	 5 288 
SD	Walworth County	 5 443 	Trump	 457 	 1 896 
SD	Yankton County	 22 702 	Trump	 3 301 	 5 654 
SD	Ziebach County	 2 803 	Trump	 352 	 368 
TN	Anderson County	 75 749 	Trump	 9 010 	 19 201 
TN	Bedford County	 47 183 	Trump	 3 384 	 11 455 
TN	Benton County	 16 129 	Trump	 1 474 	 4 715 
TN	Bledsoe County	 14 502 	Trump	 896 	 3 621 
TN	Blount County	 127 253 	Trump	 12 085 	 37 385 
TN	Bradley County	 104 091 	Trump	 7 070 	 29 761 
TN	Campbell County	 39 752 	Trump	 2 248 	 9 860 
TN	Cannon County	 13 840 	Trump	 1 126 	 4 006 
TN	Carroll County	 27 910 	Trump	 2 323 	 7 731 
TN	Carter County	 56 486 	Trump	 3 453 	 16 897 
TN	Cheatham County	 39 741 	Trump	 3 877 	 11 295 
TN	Chester County	 17 471 	Trump	 902 	 3 827 
TN	Claiborne County	 31 709 	Trump	 1 831 	 8 589 
TN	Clay County	 7 771 	Trump	 707 	 2 140 
TN	Cocke County	 35 162 	Trump	 1 980 	 9 791 
TN	Coffee County	 54 277 	Trump	 4 741 	 14 409 
TN	Crockett County	 14 601 	Trump	 1 302 	 3 977 
TN	Cumberland County	 58 229 	Trump	 5 202 	 20 410 
TN	Davidson County	 678 889 	Trump	 148 473 	 84 365 
TN	Decatur County	 11 660 	Trump	 894 	 3 580 
TN	DeKalb County	 19 182 	Trump	 1 566 	 5 164 
TN	Dickson County	 51 487 	Trump	 4 718 	 13 213 
TN	Dyer County	 37 893 	Trump	 2 815 	 10 175 
TN	Fayette County	 39 165 	Trump	 5 865 	 13 046 
TN	Fentress County	 17 917 	Trump	 1 100 	 6 032 
TN	Franklin County	 41 449 	Trump	 4 372 	 11 526 
TN	Gibson County	 49 399 	Trump	 5 255 	 13 779 
TN	Giles County	 28 946 	Trump	 2 915 	 7 964 
TN	Grainger County	 22 846 	Trump	 1 154 	 6 618 
TN	Greene County	 68 580 	Trump	 4 211 	 18 538 
TN	Grundy County	 13 441 	Trump	 998 	 3 626 
TN	Hamblen County	 63 402 	Trump	 4 075 	 15 839 
TN	Hamilton County	 354 098 	Trump	 55 260 	 78 661 
TN	Hancock County	 6 572 	Trump	 322 	 1 842 
TN	Hardeman County	 25 707 	Trump	 4 174 	 4 912 
TN	Hardin County	 25 756 	Trump	 1 622 	 8 012 
TN	Hawkins County	 56 471 	Trump	 3 502 	 16 611 
TN	Haywood County	 18 023 	Trump	 3 704 	 3 010 
TN	Henderson County	 28 015 	Trump	 1 796 	 8 118 
TN	Henry County	 32 147 	Trump	 3 061 	 9 483 
TN	Hickman County	 24 363 	Trump	 1 823 	 5 685 
TN	Houston County	 8 149 	Trump	 865 	 2 180 
TN	Humphreys County	 18 135 	Trump	 1 967 	 4 928 
TN	Jackson County	 11 509 	Trump	 1 129 	 3 229 
TN	Jefferson County	 53 240 	Trump	 3 490 	 14 760 
TN	Johnson County	 17 830 	Trump	 988 	 5 400 
TN	Knox County	 451 324 	Trump	 62 861 	 105 724 
TN	Lake County	 7 576 	Trump	 577 	 1 357 
TN	Lauderdale County	 26 936 	Trump	 3 656 	 4 884 
TN	Lawrence County	 42 564 	Trump	 2 821 	 12 419 
TN	Lewis County	 11 854 	Trump	 890 	 3 579 
TN	Lincoln County	 33 743 	Trump	 2 550 	 10 375 
TN	Loudon County	 51 130 	Trump	 4 916 	 17 588 
TN	McMinn County	 52 639 	Trump	 3 507 	 14 673 
TN	McNairy County	 26 066 	Trump	 1 847 	 7 839 
TN	Macon County	 23 177 	Trump	 1 071 	 6 260 
TN	Madison County	 97 610 	Trump	 15 438 	 21 321 
TN	Marion County	 28 487 	Trump	 2 829 	 7 680 
TN	Marshall County	 31 552 	Trump	 2 848 	 8 167 
TN	Maury County	 87 757 	Trump	 10 026 	 23 781 
TN	Meigs County	 11 830 	Trump	 856 	 3 337 
TN	Monroe County	 45 771 	Trump	 3 184 	 13 361 
TN	Montgomery County	 193 479 	Trump	 21 686 	 32 320 
TN	Moore County	 6 322 	Trump	 496 	 2 325 
TN	Morgan County	 21 498 	Trump	 1 053 	 5 429 
TN	Obion County	 30 639 	Trump	 2 425 	 9 525 
TN	Overton County	 22 129 	Trump	 1 943 	 6 055 
TN	Perry County	 7 929 	Trump	 597 	 2 167 
TN	Pickett County	 5 146 	Trump	 536 	 2 019 
TN	Polk County	 16 773 	Trump	 1 252 	 5 097 
TN	Putnam County	 74 553 	Trump	 6 847 	 18 981 
TN	Rhea County	 32 526 	Trump	 1 942 	 8 650 
TN	Roane County	 52 753 	Trump	 4 833 	 15 863 
TN	Robertson County	 68 570 	Trump	 6 634 	 19 393 
TN	Rutherford County	 298 612 	Trump	 36 627 	 64 428 
TN	Scott County	 21 950 	Trump	 934 	 6 044 
TN	Sequatchie County	 14 811 	Trump	 1 051 	 4 434 
TN	Sevier County	 95 946 	Trump	 6 293 	 28 610 
TN	Shelby County	 938 069 	Trump	 206 640 	 114 948 
TN	Smith County	 19 295 	Trump	 1 688 	 5 485 
TN	Stewart County	 13 259 	Trump	 1 222 	 3 864 
TN	Sullivan County	 156 791 	Trump	 11 910 	 45 577 
TN	Sumner County	 175 989 	Trump	 18 153 	 50 105 
TN	Tipton County	 61 870 	Trump	 5 779 	 16 893 
TN	Trousdale County	 8 042 	Trump	 943 	 2 099 
TN	Unicoi County	 17 860 	Trump	 1 260 	 5 666 
TN	Union County	 19 119 	Trump	 1 010 	 5 024 
TN	Van Buren County	 5 677 	Trump	 539 	 1 820 
TN	Warren County	 40 435 	Trump	 3 535 	 9 535 
TN	Washington County	 126 302 	Trump	 13 003 	 34 179 
TN	Wayne County	 16 748 	Trump	 717 	 5 034 
TN	Weakley County	 33 960 	Trump	 2 770 	 9 001 
TN	White County	 26 521 	Trump	 1 842 	 7 657 
TN	Williamson County	 211 672 	Trump	 30 992 	 68 160 
TN	Wilson County	 128 911 	Trump	 14 356 	 39 304 
TX	Anderson County	 57 580 	Trump	 3 358 	 13 165 
TX	Andrews County	 18 105 	Trump	 836 	 3 925 
TX	Angelina County	 88 255 	Trump	 7 538 	 21 666 
TX	Aransas County	 25 350 	Trump	 2 458 	 7 730 
TX	Archer County	 8 715 	Trump	 394 	 3 785 
TX	Armstrong County	 1 947 	Trump	 70 	 924 
TX	Atascosa County	 48 435 	Trump	 4 635 	 8 598 
TX	Austin County	 29 563 	Trump	 2 319 	 9 637 
TX	Bailey County	 7 210 	Trump	 397 	 1 343 
TX	Bandera County	 21 269 	Trump	 1 726 	 8 159 
TX	Bastrop County	 80 527 	Trump	 10 555 	 16 314 
TX	Baylor County	 3 618 	Trump	 191 	 1 267 
TX	Bee County	 32 874 	Trump	 3 443 	 4 743 
TX	Bell County	 334 941 	Trump	 37 608 	 51 780 
TX	Bexar County	 1 897 753 	Trump	 319 191 	 240 161 
TX	Blanco County	 11 004 	Trump	 1 244 	 4 212 
TX	Borden County	 648 	Trump	 31 	 330 
TX	Bosque County	 17 891 	Trump	 1 277 	 6 325 
TX	Bowie County	 93 389 	Trump	 8 831 	 24 913 
TX	Brazoria County	 346 312 	Trump	 43 075 	 72 653 
TX	Brazos County	 215 037 	Trump	 23 041 	 38 662 
TX	Brewster County	 9 145 	Trump	 1 869 	 2 073 
TX	Briscoe County	 1 505 	Trump	 91 	 625 
TX	Brooks County	 7 230 	Trump	 1 937 	 613 
TX	Brown County	 37 896 	Trump	 1 621 	 12 010 
TX	Burleson County	 17 460 	Trump	 1 491 	 5 316 
TX	Burnet County	 45 463 	Trump	 3 785 	 14 595 
TX	Caldwell County	 40 522 	Trump	 4 663 	 6 516 
TX	Calhoun County	 21 895 	Trump	 2 118 	 4 638 
TX	Callahan County	 13 557 	Trump	 568 	 4 858 
TX	Cameron County	 422 156 	Trump	 59 319 	 29 432 
TX	Camp County	 12 682 	Trump	 1 260 	 3 201 
TX	Carson County	 5 969 	Trump	 249 	 2 617 
TX	Cass County	 30 313 	Trump	 2 250 	 9 182 
TX	Castro County	 7 656 	Trump	 526 	 1 413 
TX	Chambers County	 38 863 	Trump	 2 939 	 13 278 
TX	Cherokee County	 51 542 	Trump	 3 466 	 12 896 
TX	Childress County	 7 088 	Trump	 253 	 1 802 
TX	Clay County	 10 360 	Trump	 536 	 4 376 
TX	Cochran County	 2 953 	Trump	 190 	 679 
TX	Coke County	 3 238 	Trump	 140 	 1 265 
TX	Coleman County	 8 338 	Trump	 387 	 3 177 
TX	Collin County	 914 127 	Trump	 139 837 	 200 395 
TX	Collingsworth County	 3 044 	Trump	 145 	 983 
TX	Colorado County	 20 870 	Trump	 1 977 	 6 323 
TX	Comal County	 129 048 	Trump	 14 166 	 44 996 
TX	Comanche County	 13 430 	Trump	 788 	 4 300 
TX	Concho County	 4 081 	Trump	 148 	 885 
TX	Cooke County	 39 229 	Trump	 2 345 	 13 174 
TX	Coryell County	 75 503 	Trump	 5 057 	 12 212 
TX	Cottle County	 1 426 	Trump	 84 	 486 
TX	Crane County	 5 048 	Trump	 299 	 1 047 
TX	Crockett County	 3 710 	Trump	 372 	 980 
TX	Crosby County	 5 977 	Trump	 468 	 1 180 
TX	Culberson County	 2 236 	Trump	 454 	 280 
TX	Dallam County	 7 121 	Trump	 222 	 1 258 
TX	Dallas County	 2 553 385 	Trump	 458 845 	 261 865 
TX	Dawson County	 13 520 	Trump	 835 	 2 636 
TX	Deaf Smith County	 18 952 	Trump	 1 185 	 2 911 
TX	Delta County	 5 217 	Trump	 400 	 1 836 
TX	Denton County	 780 612 	Trump	 110 000 	 169 175 
TX	DeWitt County	 20 797 	Trump	 1 161 	 5 510 
TX	Dickens County	 2 206 	Trump	 128 	 755 
TX	Dimmit County	 10 980 	Trump	 2 173 	 974 
TX	Donley County	 3 499 	Trump	 190 	 1 225 
TX	Duval County	 11 388 	Trump	 2 783 	 1 316 
TX	Eastland County	 18 171 	Trump	 776 	 6 008 
TX	Ector County	 159 436 	Trump	 10 225 	 24 976 
TX	Edwards County	 1 894 	Trump	 302 	 741 
TX	Ellis County	 163 632 	Trump	 16 197 	 44 807 
TX	El Paso County	 835 593 	Trump	 145 509 	 54 567 
TX	Erath County	 41 122 	Trump	 2 159 	 11 205 
TX	Falls County	 17 142 	Trump	 1 682 	 3 438 
TX	Fannin County	 33 693 	Trump	 2 123 	 9 536 
TX	Fayette County	 25 110 	Trump	 2 127 	 8 648 
TX	Fisher County	 3 827 	Trump	 403 	 1 265 
TX	Floyd County	 5 901 	Trump	 435 	 1 473 
TX	Foard County	 1 220 	Trump	 113 	 383 
TX	Fort Bend County	 716 087 	Trump	 134 475 	 117 212 
TX	Franklin County	 10 651 	Trump	 665 	 3 583 
TX	Freestone County	 19 691 	Trump	 1 461 	 5 995 
TX	Frio County	 18 793 	Trump	 1 401 	 1 232 
TX	Gaines County	 20 051 	Trump	 597 	 3 907 
TX	Galveston County	 322 225 	Trump	 45 503 	 73 566 
TX	Garza County	 6 415 	Trump	 224 	 1 223 
TX	Gillespie County	 25 963 	Trump	 2 286 	 10 445 
