State Code	County Name	 County Population 	Clinton or Trump State	 Clinton 	 Trump 
TX	Glasscock County	 1 315 	Trump	 34 	 553 
TX	Goliad County	 7 531 	Trump	 973 	 2 618 
TX	Gonzales County	 20 573 	Trump	 1 567 	 4 580 
TX	Gray County	 23 210 	Trump	 699 	 6 495 
TX	Grayson County	 125 467 	Trump	 10 276 	 35 274 
TX	Gregg County	 124 108 	Trump	 11 623 	 28 693 
TX	Grimes County	 27 512 	Trump	 2 194 	 7 065 
TX	Guadalupe County	 151 249 	Trump	 18 308 	 36 495 
TX	Hale County	 34 360 	Trump	 2 090 	 6 347 
TX	Hall County	 3 138 	Trump	 164 	 891 
TX	Hamilton County	 8 159 	Trump	 479 	 3 056 
TX	Hansford County	 5 610 	Trump	 171 	 1 730 
TX	Hardeman County	 3 840 	Trump	 249 	 1 207 
TX	Hardin County	 55 865 	Trump	 2 779 	 19 600 
TX	Harris County	 4 538 028 	Trump	 706 471 	 544 960 
TX	Harrison County	 66 746 	Trump	 7 130 	 18 712 
TX	Hartley County	 6 193 	Trump	 172 	 1 727 
TX	Haskell County	 5 737 	Trump	 314 	 1 403 
TX	Hays County	 194 739 	Trump	 33 117 	 33 730 
TX	Hemphill County	 4 264 	Trump	 181 	 1 460 
TX	Henderson County	 79 545 	Trump	 5 649 	 23 574 
TX	Hidalgo County	 842 304 	Trump	 118 739 	 48 608 
TX	Hill County	 34 855 	Trump	 2 535 	 10 075 
TX	Hockley County	 23 433 	Trump	 1 257 	 5 793 
TX	Hood County	 55 423 	Trump	 4 001 	 21 367 
TX	Hopkins County	 36 223 	Trump	 2 508 	 10 704 
TX	Houston County	 22 785 	Trump	 1 978 	 6 205 
TX	Howard County	 37 206 	Trump	 1 768 	 6 635 
TX	Hudspeth County	 3 379 	Trump	 324 	 503 
TX	Hunt County	 89 844 	Trump	 6 301 	 23 866 
TX	Hutchinson County	 21 734 	Trump	 854 	 7 039 
TX	Irion County	 1 554 	Trump	 90 	 660 
TX	Jack County	 8 878 	Trump	 314 	 2 973 
TX	Jackson County	 14 816 	Trump	 904 	 4 266 
TX	Jasper County	 35 506 	Trump	 2 582 	 10 578 
TX	Jeff Davis County	 2 156 	Trump	 422 	 694 
TX	Jefferson County	 254 308 	Trump	 42 404 	 42 828 
TX	Jim Hogg County	 5 200 	Trump	 1 635 	 430 
TX	Jim Wells County	 41 382 	Trump	 6 688 	 5 411 
TX	Johnson County	 159 990 	Trump	 10 976 	 44 370 
TX	Jones County	 19 970 	Trump	 935 	 4 815 
TX	Karnes County	 14 975 	Trump	 1 144 	 2 959 
TX	Kaufman County	 114 690 	Trump	 10 265 	 29 537 
TX	Kendall County	 40 384 	Trump	 3 633 	 15 663 
TX	Kenedy County	 407 	Trump	 99 	 84 
TX	Kent County	 764 	Trump	 59 	 360 
TX	Kerr County	 50 955 	Trump	 4 665 	 17 658 
TX	Kimble County	 4 388 	Trump	 206 	 1 697 
TX	King County	 282 	Trump	 5 	 149 
TX	Kinney County	 3 549 	Trump	 457 	 936 
TX	Kleberg County	 31 857 	Trump	 4 713 	 4 364 
TX	Knox County	 3 860 	Trump	 247 	 1 078 
TX	Lamar County	 49 440 	Trump	 3 579 	 14 546 
TX	Lamb County	 13 385 	Trump	 770 	 3 040 
TX	Lampasas County	 20 588 	Trump	 1 479 	 6 371 
TX	La Salle County	 7 631 	Trump	 1 125 	 870 
TX	Lavaca County	 19 836 	Trump	 1 170 	 7 339 
TX	Lee County	 16 898 	Trump	 1 372 	 4 996 
TX	Leon County	 17 086 	Trump	 909 	 6 391 
TX	Liberty County	 79 654 	Trump	 4 851 	 18 856 
TX	Limestone County	 23 320 	Trump	 1 748 	 5 747 
TX	Lipscomb County	 3 569 	Trump	 135 	 1 159 
TX	Live Oak County	 12 229 	Trump	 739 	 3 450 
TX	Llano County	 19 796 	Trump	 1 825 	 8 283 
TX	Loving County	 112 	Trump	 4 	 57 
TX	Lubbock County	 299 453 	Trump	 27 956 	 65 566 
TX	Lynn County	 5 724 	Trump	 403 	 1 546 
TX	McCulloch County	 8 341 	Trump	 480 	 2 546 
TX	McLennan County	 245 671 	Trump	 27 046 	 48 245 
TX	McMullen County	 820 	Trump	 40 	 454 
TX	Madison County	 14 065 	Trump	 881 	 3 349 
TX	Marion County	 10 160 	Trump	 1 156 	 2 968 
TX	Martin County	 5 641 	Trump	 266 	 1 453 
TX	Mason County	 4 032 	Trump	 353 	 1 656 
TX	Matagorda County	 36 770 	Trump	 3 357 	 8 147 
TX	Maverick County	 57 706 	Trump	 10 397 	 2 816 
TX	Medina County	 48 417 	Trump	 4 624 	 12 054 
TX	Menard County	 2 164 	Trump	 153 	 681 
TX	Midland County	 161 077 	Trump	 9 993 	 36 896 
TX	Milam County	 24 513 	Trump	 2 042 	 6 340 
TX	Mills County	 4 900 	Trump	 242 	 1 949 
TX	Mitchell County	 9 067 	Trump	 353 	 1 780 
TX	Montague County	 19 262 	Trump	 885 	 7 526 
TX	Montgomery County	 537 559 	Trump	 45 744 	 150 188 
TX	Moore County	 22 255 	Trump	 1 096 	 3 974 
TX	Morris County	 12 516 	Trump	 1 425 	 3 443 
TX	Motley County	 1 148 	Trump	 40 	 571 
TX	Nacogdoches County	 65 664 	Trump	 6 822 	 14 751 
TX	Navarro County	 48 323 	Trump	 3 998 	 11 984 
TX	Newton County	 13 986 	Trump	 978 	 2 961 
TX	Nolan County	 15 107 	Trump	 1 029 	 3 551 
TX	Nueces County	 359 715 	Trump	 49 102 	 50 704 
TX	Ochiltree County	 10 747 	Trump	 274 	 2 628 
TX	Oldham County	 2 069 	Trump	 78 	 850 
TX	Orange County	 84 260 	Trump	 5 716 	 25 385 
TX	Palo Pinto County	 27 895 	Trump	 1 700 	 8 222 
TX	Panola County	 23 766 	Trump	 1 835 	 8 445 
TX	Parker County	 126 042 	Trump	 8 329 	 46 433 
TX	Parmer County	 9 749 	Trump	 848 	 1 911 
TX	Pecos County	 16 203 	Trump	 1 551 	 2 463 
TX	Polk County	 46 972 	Trump	 7 123 	 26 587 
TX	Potter County	 121 802 	Trump	 7 620 	 19 499 
TX	Presidio County	 6 876 	Trump	 1 458 	 652 
TX	Rains County	 11 161 	Trump	 619 	 3 919 
TX	Randall County	 130 269 	Trump	 8 340 	 43 379 
TX	Reagan County	 3 792 	Trump	 167 	 709 
TX	Real County	 3 307 	Trump	 262 	 1 382 
TX	Red River County	 12 455 	Trump	 1 148 	 3 924 
TX	Reeves County	 14 732 	Trump	 1 659 	 1 417 
TX	Refugio County	 7 289 	Trump	 1 034 	 1 830 
TX	Roberts County	 916 	Trump	 20 	 524 
TX	Robertson County	 16 659 	Trump	 2 203 	 4 665 
TX	Rockwall County	 90 861 	Trump	 9 633 	 28 396 
TX	Runnels County	 10 551 	Trump	 452 	 3 241 
TX	Rusk County	 53 070 	Trump	 3 935 	 14 675 
TX	Sabine County	 10 368 	Trump	 614 	 3 992 
TX	San Augustine County	 8 473 	Trump	 907 	 2 620 
TX	San Jacinto County	 27 413 	Trump	 2 034 	 8 050 
TX	San Patricio County	 67 357 	Trump	 7 825 	 13 004 
TX	San Saba County	 5 901 	Trump	 293 	 2 025 
TX	Schleicher County	 3 211 	Trump	 209 	 819 
TX	Scurry County	 17 615 	Trump	 733 	 4 403 
TX	Shackelford County	 3 350 	Trump	 103 	 1 378 
TX	Shelby County	 25 402 	Trump	 1 757 	 7 171 
TX	Sherman County	 3 072 	Trump	 96 	 807 
TX	Smith County	 222 936 	Trump	 22 128 	 58 631 
TX	Somervell County	 8 739 	Trump	 540 	 3 206 
TX	Starr County	 63 795 	Trump	 9 246 	 2 218 
TX	Stephens County	 9 440 	Trump	 348 	 3 033 
TX	Sterling County	 1 352 	Trump	 70 	 549 
TX	Stonewall County	 1 410 	Trump	 135 	 555 
TX	Sutton County	 3 913 	Trump	 313 	 1 075 
TX	Swisher County	 7 533 	Trump	 462 	 1 671 
TX	Tarrant County	 1 982 498 	Trump	 288 001 	 345 683 
TX	Taylor County	 136 051 	Trump	 10 047 	 33 172 
TX	Terrell County	 837 	Trump	 140 	 287 
TX	Terry County	 12 739 	Trump	 424 	 1 295 
TX	Throckmorton County	 1 579 	Trump	 84 	 715 
TX	Titus County	 32 623 	Trump	 2 538 	 6 405 
TX	Tom Green County	 118 105 	Trump	 9 117 	 27 376 
TX	Travis County	 1 176 558 	Trump	 306 475 	 126 750 
TX	Trinity County	 14 402 	Trump	 1 154 	 4 737 
TX	Tyler County	 21 347 	Trump	 1 243 	 6 601 
TX	Upshur County	 40 603 	Trump	 2 378 	 13 198 
TX	Upton County	 3 651 	Trump	 284 	 961 
TX	Uvalde County	 27 245 	Trump	 3 863 	 4 828 
TX	Val Verde County	 48 988 	Trump	 6 920 	 5 856 
TX	Van Zandt County	 53 547 	Trump	 2 792 	 18 436 
TX	Victoria County	 92 382 	Trump	 8 843 	 21 253 
TX	Walker County	 70 699 	Trump	 6 085 	 12 878 
TX	Waller County	 48 656 	Trump	 5 744 	 10 525 
TX	Ward County	 11 721 	Trump	 780 	 2 541 
TX	Washington County	 34 765 	Trump	 3 381 	 10 944 
TX	Webb County	 269 721 	Trump	 42 297 	 12 946 
TX	Wharton County	 41 486 	Trump	 4 238 	 10 149 
TX	Wheeler County	 5 657 	Trump	 194 	 2 087 
TX	Wichita County	 131 705 	Trump	 8 752 	 27 609 
TX	Wilbarger County	 13 027 	Trump	 807 	 3 166 
TX	Willacy County	 21 903 	Trump	 3 416 	 1 541 
TX	Williamson County	 508 514 	Trump	 84 252 	 104 029 
TX	Wilson County	 47 520 	Trump	 4 790 	 13 991 
TX	Winkler County	 8 005 	Trump	 420 	 1 403 
TX	Wise County	 62 953 	Trump	 3 412 	 20 655 
TX	Wood County	 43 356 	Trump	 2 624 	 15 681 
TX	Yoakum County	 8 546 	Trump	 426 	 1 797 
TX	Young County	 18 270 	Trump	 873 	 6 587 
TX	Zapata County	 14 374 	Trump	 2 056 	 1 028 
TX	Zavala County	 12 235 	Trump	 2 633 	 692 
UT	Beaver County	 6 354 	Trump	 264 	 1 838 
UT	Box Elder County	 52 097 	Trump	 1 814 	 10 324 
UT	Cache County	 120 783 	Trump	 6 705 	 16 643 
UT	Carbon County	 20 479 	Trump	 1 696 	 5 182 
UT	Daggett County	 1 109 	Trump	 76 	 327 
UT	Davis County	 336 043 	Trump	 22 575 	 46 985 
UT	Duchesne County	 20 862 	Trump	 500 	 5 505 
UT	Emery County	 10 370 	Trump	 379 	 3 402 
UT	Garfield County	 5 009 	Trump	 352 	 1 577 
UT	Grand County	 9 516 	Trump	 1 932 	 1 934 
UT	Iron County	 48 368 	Trump	 2 104 	 10 025 
UT	Juab County	 10 594 	Trump	 436 	 2 759 
UT	Kane County	 7 131 	Trump	 739 	 2 248 
UT	Millard County	 12 645 	Trump	 431 	 3 860 
UT	Morgan County	 11 065 	Trump	 572 	 3 156 
UT	Piute County	 1 517 	Trump	 31 	 537 
UT	Rich County	 2 311 	Trump	 104 	 786 
UT	Salt Lake County	 1 107 314 	Trump	 154 831 	 117 901 
UT	San Juan County	 15 772 	Trump	 1 997 	 2 635 
UT	Sanpete County	 28 778 	Trump	 1 026 	 6 436 
UT	Sevier County	 20 984 	Trump	 673 	 6 455 
UT	Summit County	 39 633 	Trump	 10 251 	 7 160 
UT	Tooele County	 62 952 	Trump	 4 015 	 9 693 
UT	Uintah County	 37 928 	Trump	 1 002 	 9 876 
UT	Utah County	 575 205 	Trump	 24 579 	 89 755 
UT	Wasatch County	 29 161 	Trump	 3 063 	 6 115 
UT	Washington County	 155 602 	Trump	 9 583 	 39 566 
UT	Wayne County	 2 692 	Trump	 271 	 959 
UT	Weber County	 243 645 	Trump	 22 187 	 38 447 
VT	Addison County	 37 035 	Clinton	 11 217 	 5 297 
VT	Bennington County	 36 317 	Clinton	 9 539 	 5 925 
VT	Caledonia County	 30 780 	Clinton	 6 445 	 5 533 
VT	Chittenden County	 161 382 	Clinton	 54 463 	 18 298 
VT	Essex County	 6 163 	Clinton	 1 019 	 1 506 
VT	Franklin County	 48 799 	Clinton	 9 351 	 8 752 
VT	Grand Isle County	 6 861 	Clinton	 2 094 	 1 487 
VT	Lamoille County	 25 235 	Clinton	 7 241 	 3 570 
VT	Orange County	 28 899 	Clinton	 7 522 	 4 997 
VT	Orleans County	 27 100 	Clinton	 5 181 	 5 158 
VT	Rutland County	 59 736 	Clinton	 13 629 	 12 471 
VT	Washington County	 58 612 	Clinton	 18 594 	 7 993 
VT	Windham County	 43 386 	Clinton	 14 340 	 5 462 
VT	Windsor County	 55 737 	Clinton	 17 544 	 8 604 
VA	Accomack County	 32 973 	Clinton	 6 737 	 8 582 
VA	Albemarle County	 105 703 	Clinton	 33 297 	 19 232 
VA	Alleghany County	 15 677 	Clinton	 2 165 	 4 873 
VA	Amelia County	 12 903 	Clinton	 2 150 	 4 704 
VA	Amherst County	 31 914 	Clinton	 4 986 	 9 643 
VA	Appomattox County	 15 414 	Clinton	 2 023 	 5 714 
VA	Arlington County	 229 164 	Clinton	 91 879 	 20 155 
VA	Augusta County	 74 314 	Clinton	 8 108 	 26 152 
VA	Bath County	 4 470 	Clinton	 603 	 1 548 
VA	Bedford County	 77 724 	Clinton	 9 733 	 30 578 
VA	Bland County	 6 561 	Clinton	 453 	 2 572 
VA	Botetourt County	 33 347 	Clinton	 4 492 	 13 369 
VA	Brunswick County	 16 698 	Clinton	 4 473 	 3 045 
VA	Buchanan County	 22 776 	Clinton	 1 721 	 7 292 
VA	Buckingham County	 17 032 	Clinton	 3 128 	 3 969 
VA	Campbell County	 55 086 	Clinton	 6 597 	 19 442 
VA	Caroline County	 29 984 	Clinton	 6 425 	 7 143 
VA	Carroll County	 29 724 	Clinton	 2 557 	 10 653 
VA	Charles City County	 7 040 	Clinton	 2 244 	 1 381 
VA	Charlotte County	 12 201 	Clinton	 2 153 	 3 479 
VA	Chesterfield County	 335 687 	Clinton	 80 993 	 84 938 
VA	Clarke County	 14 363 	Clinton	 3 047 	 4 657 
VA	Craig County	 5 211 	Clinton	 541 	 2 139 
VA	Culpeper County	 49 432 	Clinton	 7 744 	 13 341 
VA	Cumberland County	 9 719 	Clinton	 2 032 	 2 693 
VA	Dickenson County	 15 115 	Clinton	 1 335 	 4 932 
VA	Dinwiddie County	 27 852 	Clinton	 5 765 	 7 447 
VA	Essex County	 11 130 	Clinton	 2 541 	 2 657 
VA	Fairfax County	 1 142 234 	Clinton	 354 485 	 157 837 
VA	Fauquier County	 68 782 	Clinton	 12 960 	 22 110 
VA	Floyd County	 15 651 	Clinton	 2 300 	 5 289 
VA	Fluvanna County	 26 235 	Clinton	 5 751 	 7 018 
VA	Franklin County	 56 264 	Clinton	 7 254 	 18 560 
VA	Frederick County	 83 199 	Clinton	 11 920 	 26 069 
VA	Giles County	 16 708 	Clinton	 1 949 	 5 930 
VA	Gloucester County	 37 143 	Clinton	 5 399 	 13 087 
VA	Goochland County	 22 253 	Clinton	 4 884 	 8 374 
VA	Grayson County	 16 012 	Clinton	 1 407 	 5 593 
VA	Greene County	 19 162 	Clinton	 2 923 	 5 943 
VA	Greensville County	 11 885 	Clinton	 2 558 	 1 737 
VA	Halifax County	 35 125 	Clinton	 6 890 	 9 698 
VA	Hanover County	 103 227 	Clinton	 19 360 	 39 592 
VA	Henrico County	 325 155 	Clinton	 93 615 	 59 674 
VA	Henry County	 51 881 	Clinton	 8 199 	 15 207 
VA	Highland County	 2 214 	Clinton	 371 	 958 
VA	Isle of Wight County	 36 314 	Clinton	 7 673 	 11 971 
VA	James City County	 73 147 	Clinton	 19 091 	 21 284 
VA	King and Queen County	 7 158 	Clinton	 1 451 	 2 059 
VA	King George County	 25 515 	Clinton	 4 002 	 7 338 
VA	King William County	 16 269 	Clinton	 2 752 	 5 963 
VA	Lancaster County	 10 965 	Clinton	 2 862 	 3 520 
VA	Lee County	 24 742 	Clinton	 1 627 	 7 542 
VA	Loudoun County	 375 629 	Clinton	 99 909 	 69 633 
VA	Louisa County	 34 602 	Clinton	 6 208 	 10 507 
VA	Lunenburg County	 12 299 	Clinton	 2 226 	 3 206 
VA	Madison County	 13 134 	Clinton	 2 202 	 4 418 
VA	Mathews County	 8 862 	Clinton	 1 563 	 3 515 
VA	Mecklenburg County	 31 081 	Clinton	 6 571 	 8 283 
VA	Middlesex County	 10 606 	Clinton	 2 107 	 3 668 
VA	Montgomery County	 97 653 	Clinton	 20 015 	 19 455 
VA	Nelson County	 14 785 	Clinton	 3 677 	 4 150 
VA	New Kent County	 20 392 	Clinton	 3 545 	 8 117 
VA	Northampton County	 12 155 	Clinton	 3 255 	 2 686 
VA	Northumberland County	 12 232 	Clinton	 2 830 	 5 089 
VA	Nottoway County	 15 673 	Clinton	 2 829 	 3 712 
VA	Orange County	 35 385 	Clinton	 5 955 	 10 511 
VA	Page County	 23 726 	Clinton	 2 514 	 7 824 
VA	Patrick County	 18 045 	Clinton	 1 768 	 6 454 
VA	Pittsylvania County	 62 194 	Clinton	 9 195 	 21 742 
VA	Powhatan County	 28 031 	Clinton	 4 057 	 11 875 
VA	Prince Edward County	 22 952 	Clinton	 4 590 	 4 099 
VA	Prince George County	 37 862 	Clinton	 6 419 	 9 157 
VA	Prince William County	 451 721 	Clinton	 83 093 	 54 065 
VA	Pulaski County	 34 332 	Clinton	 4 170 	 10 314 
VA	Rappahannock County	 7 378 	Clinton	 1 741 	 2 532 
VA	Richmond County	 8 908 	Clinton	 1 347 	 2 213 
VA	Roanoke County	 94 409 	Clinton	 16 787 	 30 857 
VA	Rockbridge County	 22 354 	Clinton	 3 506 	 6 671 
VA	Rockingham County	 78 593 	Clinton	 9 361 	 25 269 
VA	Russell County	 27 891 	Clinton	 2 328 	 9 516 
VA	Scott County	 22 126 	Clinton	 1 579 	 8 242 
VA	Shenandoah County	 43 190 	Clinton	 5 269 	 14 078 
VA	Smyth County	 31 470 	Clinton	 2 661 	 9 747 
VA	Southampton County	 18 109 	Clinton	 3 595 	 5 035 
VA	Spotsylvania County	 130 475 	Clinton	 24 204 	 34 619 
VA	Stafford County	 142 003 	Clinton	 27 879 	 33 840 
VA	Surry County	 6 709 	Clinton	 2 069 	 1 785 
VA	Sussex County	 11 715 	Clinton	 2 874 	 2 055 
VA	Tazewell County	 42 899 	Clinton	 2 895 	 15 160 
VA	Warren County	 39 083 	Clinton	 5 165 	 11 762 
VA	Washington County	 54 591 	Clinton	 5 548 	 19 309 
VA	Westmoreland County	 17 629 	Clinton	 3 723 	 4 331 
VA	Wise County	 39 718 	Clinton	 2 687 	 11 983 
VA	Wythe County	 29 119 	Clinton	 2 765 	 10 044 
VA	York County	 67 837 	Clinton	 12 989 	 18 823 
VA	Alexandria city	 153 511 	Clinton	 57 147 	 13 241 
VA	Bristol city	 17 141 	Clinton	 1 832 	 4 884 
VA	Buena Vista city	 6 618 	Clinton	 693 	 1 432 
VA	Charlottesville city	 46 597 	Clinton	 17 865 	 2 951 
VA	Chesapeake city	 235 429 	Clinton	 52 554 	 53 988 
VA	Colonial Heights city	 17 820 	Clinton	 2 367 	 5 681 
VA	Covington city	 5 658 	Clinton	 914 	 1 349 
VA	Danville city	 42 082 	Clinton	 11 051 	 7 306 
VA	Emporia city	 5 496 	Clinton	 1 531 	 792 
VA	Fairfax city	 24 013 	Clinton	 7 363 	 3 695 
VA	Falls Church city	 13 892 	Clinton	 5 810 	 1 323 
VA	Franklin city	 8 490 	Clinton	 2 516 	 1 421 
VA	Fredericksburg city	 28 118 	Clinton	 6 690 	 3 731 
VA	Galax city	 6 914 	Clinton	 680 	 1 603 
VA	Hampton city	 136 454 	Clinton	 41 030 	 17 802 
VA	Harrisonburg city	 52 538 	Clinton	 10 100 	 6 232 
VA	Hopewell city	 22 378 	Clinton	 4 722 	 3 885 
VA	Lexington city	 7 262 	Clinton	 1 514 	 766 
VA	Lynchburg city	 79 812 	Clinton	 14 787 	 17 979 
VA	Manassas city	 41 764 	Clinton	 8 395 	 5 934 
VA	Manassas Park city	 15 726 	Clinton	 3 218 	 1 732 
VA	Martinsville city	 13 645 	Clinton	 3 531 	 2 149 
VA	Newport News city	 182 385 	Clinton	 40 997 	 23 650 
VA	Norfolk city	 246 393 	Clinton	 51 429 	 19 875 
VA	Norton city	 3 939 	Clinton	 383 	 1 021 
VA	Petersburg city	 32 477 	Clinton	 12 005 	 1 448 
VA	Poquoson city	 12 059 	Clinton	 1 599 	 5 089 
VA	Portsmouth city	 96 201 	Clinton	 28 462 	 12 773 
VA	Radford city	 17 403 	Clinton	 2 923 	 2 637 
VA	Richmond city	 220 289 	Clinton	 74 640 	 14 254 
VA	Roanoke city	 99 897 	Clinton	 23 403 	 16 045 
VA	Salem city	 25 432 	Clinton	 4 212 	 7 225 
VA	Staunton city	 24 416 	Clinton	 5 329 	 5 129 
VA	Suffolk city	 88 161 	Clinton	 23 012 	 17 206 
VA	Virginia Beach city	 452 745 	Clinton	 76 744 	 84 389 
VA	Waynesboro city	 21 491 	Clinton	 3 762 	 4 798 
VA	Williamsburg city	 15 052 	Clinton	 5 199 	 1 921 
VA	Winchester city	 27 284 	Clinton	 5 161 	 4 786 
WA	Adams County	 19 254 	Clinton	 1 118 	 2 740 
WA	Asotin County	 22 105 	Clinton	 3 118 	 5 712 
WA	Benton County	 190 309 	Clinton	 25 173 	 45 594 
WA	Chelan County	 75 644 	Clinton	 10 770 	 15 070 
WA	Clallam County	 73 486 	Clinton	 15 154 	 15 685 
WA	Clark County	 459 495 	Clinton	 90 697 	 90 590 
WA	Columbia County	 3 944 	Clinton	 523 	 1 491 
WA	Cowlitz County	 103 468 	Clinton	 17 842 	 24 066 
WA	Douglas County	 40 534 	Clinton	 3 600 	 7 208 
WA	Ferry County	 7 582 	Clinton	 1 091 	 2 178 
WA	Franklin County	 88 807 	Clinton	 7 839 	 11 358 
WA	Garfield County	 2 219 	Clinton	 276 	 841 
WA	Grant County	 93 259 	Clinton	 7 768 	 18 482 
WA	Grays Harbor County	 71 122 	Clinton	 11 378 	 13 269 
WA	Island County	 80 593 	Clinton	 20 766 	 18 259 
WA	Jefferson County	 30 466 	Clinton	 12 556 	 5 986 
WA	King County	 2 117 125 	Clinton	 657 149 	 197 781 
WA	Kitsap County	 260 131 	Clinton	 60 561 	 46 762 
WA	Kittitas County	 43 269 	Clinton	 7 190 	 9 845 
WA	Klickitat County	 21 026 	Clinton	 3 781 	 5 390 
WA	Lewis County	 75 882 	Clinton	 7 236 	 16 273 
WA	Lincoln County	 10 321 	Clinton	 1 238 	 4 095 
WA	Mason County	 61 023 	Clinton	 11 872 	 13 539 
WA	Okanogan County	 41 516 	Clinton	 3 980 	 6 305 
WA	Pacific County	 20 848 	Clinton	 4 597 	 5 338 
WA	Pend Oreille County	 13 088 	Clinton	 1 932 	 4 364 
WA	Pierce County	 843 954 	Clinton	 160 306 	 136 046 
WA	San Juan County	 16 252 	Clinton	 7 053 	 2 651 
WA	Skagit County	 121 846 	Clinton	 26 076 	 24 330 
WA	Skamania County	 11 339 	Clinton	 2 207 	 2 910 
WA	Snohomish County	 772 501 	Clinton	 167 943 	 116 433 
WA	Spokane County	 490 945 	Clinton	 86 590 	 103 846 
WA	Stevens County	 43 791 	Clinton	 4 348 	 11 059 
WA	Thurston County	 269 536 	Clinton	 65 015 	 46 219 
WA	Wahkiakum County	 4 042 	Clinton	 824 	 1 328 
WA	Walla Walla County	 60 338 	Clinton	 7 550 	 10 775 
WA	Whatcom County	 212 284 	Clinton	 59 402 	 40 247 
WA	Whitman County	 48 177 	Clinton	 5 521 	 5 462 
WA	Yakima County	 248 830 	Clinton	 28 484 	 39 593 
WV	Barbour County	 16 704 	Trump	 1 213 	 4 509 
WV	Berkeley County	 111 901 	Trump	 12 287 	 28 210 
WV	Boone County	 23 372 	Trump	 1 783 	 6 483 
WV	Braxton County	 14 415 	Trump	 1 315 	 3 516 
WV	Brooke County	 23 350 	Trump	 2 549 	 6 574 
WV	Cabell County	 96 844 	Trump	 11 306 	 19 648 
WV	Calhoun County	 7 470 	Trump	 456 	 2 023 
WV	Clay County	 8 910 	Trump	 566 	 2 289 
WV	Doddridge County	 8 176 	Trump	 360 	 2 347 
WV	Fayette County	 44 997 	Trump	 4 246 	 10 263 
WV	Gilmer County	 8 518 	Trump	 537 	 1 889 
WV	Grant County	 11 766 	Trump	 510 	 4 338 
WV	Greenbrier County	 35 516 	Trump	 3 743 	 9 499 
WV	Hampshire County	 23 353 	Trump	 1 576 	 6 646 
WV	Hancock County	 29 815 	Trump	 3 247 	 8 870 
WV	Hardy County	 13 852 	Trump	 1 249 	 4 544 
WV	Harrison County	 68 714 	Trump	 7 675 	 18 687 
WV	Jackson County	 29 237 	Trump	 2 648 	 8 959 
WV	Jefferson County	 56 482 	Trump	 9 458 	 13 144 
WV	Kanawha County	 188 332 	Trump	 27 985 	 43 464 
WV	Lewis County	 16 448 	Trump	 1 336 	 5 245 
WV	Lincoln County	 21 415 	Trump	 1 435 	 5 257 
WV	Logan County	 34 707 	Trump	 2 082 	 9 866 
WV	McDowell County	 19 835 	Trump	 1 429 	 4 614 
WV	Marion County	 56 925 	Trump	 6 926 	 14 592 
WV	Marshall County	 31 978 	Trump	 2 894 	 9 565 
WV	Mason County	 27 037 	Trump	 2 069 	 7 597 
WV	Mercer County	 61 164 	Trump	 4 689 	 17 362 
WV	Mineral County	 27 451 	Trump	 2 019 	 8 957 
WV	Mingo County	 25 292 	Trump	 1 365 	 7 876 
WV	Monongalia County	 104 236 	Trump	 14 568 	 18 278 
WV	Monroe County	 13 506 	Trump	 1 089 	 4 337 
WV	Morgan County	 17 524 	Trump	 1 568 	 5 718 
WV	Nicholas County	 25 594 	Trump	 1 821 	 7 169 
WV	Ohio County	 43 066 	Trump	 5 452 	 11 077 
WV	Pendleton County	 7 229 	Trump	 726 	 2 388 
WV	Pleasants County	 7 674 	Trump	 620 	 2 342 
WV	Pocahontas County	 8 607 	Trump	 924 	 2 474 
WV	Preston County	 33 940 	Trump	 2 462 	 9 501 
WV	Putnam County	 56 848 	Trump	 5 784 	 17 455 
WV	Raleigh County	 77 510 	Trump	 6 362 	 21 835 
WV	Randolph County	 29 126 	Trump	 2 724 	 7 583 
WV	Ritchie County	 9 982 	Trump	 490 	 3 376 
WV	Roane County	 14 435 	Trump	 1 220 	 3 772 
WV	Summers County	 13 239 	Trump	 1 186 	 3 444 
WV	Taylor County	 16 912 	Trump	 1 483 	 4 701 
WV	Tucker County	 6 966 	Trump	 750 	 2 557 
WV	Tyler County	 8 975 	Trump	 505 	 2 967 
WV	Upshur County	 24 758 	Trump	 1 763 	 6 971 
WV	Wayne County	 40 971 	Trump	 3 334 	 11 077 
WV	Webster County	 8 755 	Trump	 554 	 2 284 
WV	Wetzel County	 15 816 	Trump	 1 348 	 4 461 
WV	Wirt County	 5 880 	Trump	 383 	 1 903 
WV	Wood County	 86 452 	Trump	 8 327 	 25 168 
WV	Wyoming County	 22 151 	Trump	 1 061 	 6 527 
WI	Adams County	 20 148 	Trump	 3 780 	 5 983 
WI	Ashland County	 15 843 	Trump	 4 136 	 3 428 
WI	Barron County	 45 563 	Trump	 7 881 	 13 595 
WI	Bayfield County	 14 977 	Trump	 4 953 	 4 125 
WI	Brown County	 258 718 	Trump	 53 358 	 67 192 
WI	Buffalo County	 13 192 	Trump	 2 531 	 4 049 
WI	Burnett County	 15 159 	Trump	 2 948 	 5 412 
WI	Calumet County	 49 762 	Trump	 9 634 	 15 345 
WI	Chippewa County	 63 531 	Trump	 11 875 	 17 912 
WI	Clark County	 34 445 	Trump	 4 225 	 8 645 
WI	Columbia County	 56 743 	Trump	 13 525 	 14 160 
WI	Crawford County	 16 391 	Trump	 3 426 	 3 844 
WI	Dane County	 523 643 	Trump	 217 506 	 71 270 
