0,0000	101,6
0,1000	101,6
0,2000	101,6
0,3000	101,6
0,4000	101,6
0,5000	101,6
0,6000	101,6
0,7000	101,6
0,8000	101,6
0,9000	101,6
1,0000	101,6
1,1000	101,6
1,2000	101,6
1,3000	101,6
1,4000	101,6
1,5000	101,6
1,6000	101,6
1,7000	101,6
1,8000	101,6
1,9000	101,6
2,0000	101,6
2,1000	101,6
2,2000	101,6
2,3000	101,6
2,4000	101,6
2,5000	101,6
2,6000	101,6
2,7000	101,6
2,8000	101,6
2,9000	101,6
3,0000	101,6
3,1000	101,6
3,2000	101,6
3,3000	101,6
3,4000	101,6
3,5000	101,6
3,6000	101,6
3,7000	101,6
3,8000	101,6
3,9000	101,6
4,0000	101,6
4,1000	101,6
4,2000	101,6
4,3000	101,6
4,4000	101,6
4,5000	101,6
4,6000	101,6
4,7000	101,6
4,8000	101,6
4,9000	101,6
5,0000	101,6
5,1000	101,6
5,2000	101,6
5,3000	101,6
5,4000	101,6
5,5000	101,6
5,6000	101,6
5,7000	101,6
5,8000	101,6
5,9000	101,6
6,0000	101,6
6,1000	101,6
6,2000	101,6
6,3000	101,6
6,4000	101,6
6,5000	101,6
6,6000	101,6
6,7000	101,6
6,8000	101,6
6,9000	101,6
7,0000	101,6
7,1000	101,6
7,2000	101,6
7,3000	101,6
7,4000	101,6
7,5000	101,6
7,6000	101,6
7,7000	101,6
7,8000	101,6
7,9000	101,6
8,0000	101,6
8,1000	101,6
8,2000	101,6
8,3000	101,6
8,4000	101,6
8,5000	101,6
8,6000	101,6
8,7000	101,6
8,8000	101,6
8,9000	101,6
9,0000	101,6
9,1000	101,6
9,2000	101,6
9,3000	101,6
9,4000	101,6
9,5000	101,6
9,6000	101,6
9,7000	101,6
9,8000	101,6
9,9000	101,6
10,0000	101,6
10,1000	101,6
10,2000	101,6
10,3000	101,6
10,4000	101,6
10,5000	101,6
10,6000	101,6
10,7000	101,6
10,8000	101,6
10,9000	101,6
11,0000	101,6
11,1000	101,6
11,2000	101,6
11,3000	101,6
11,4000	101,6
11,5000	101,6
11,6000	101,6
11,7000	101,6
11,8000	101,6
11,9000	101,6
12,0000	101,6
12,1000	101,6
12,2000	101,6
12,3000	101,6
12,4000	101,6
12,5000	101,6
12,6000	101,6
12,7000	101,6
12,8000	101,6
12,9000	101,6
13,0000	101,6
13,1000	101,6
13,2000	101,6
13,3000	101,6
13,4000	101,6
13,5000	101,6
13,6000	101,6
13,7000	101,6
13,8000	101,6
13,9000	101,6
14,0000	101,6
14,1000	101,6
14,2000	101,6
14,3000	101,6
14,4000	101,6
14,5000	101,6
14,6000	101,6
14,7000	101,6
14,8000	101,6
14,9000	101,6
15,0000	101,6
15,1000	101,6
15,2000	101,6
15,3000	101,6
15,4000	101,6
