283,95	185,6
284,05	184,8
284,25	184,1
284,35	183,4
284,45	182,9
284,55	182,1
284,65	181,4
285,15	178,2
285,65	175,1
286,15	171
286,65	167,8
287,15	165
287,65	162
288,15	158,9
288,65	156,1
289,15	152,9
289,65	149,6
290,15	146,2
290,65	144,2
291,15	142
291,65	138,3
292,15	136,1
292,65	133,3
293,15	131
293,65	128,5
294,15	0
294,65	122,9
295,15	120,6
295,65	119,5
296,15	117,2
296,65	115,1
297,15	112,9
297,65	111,2
298,15	109
298,65	107,4
299,15	105
299,65	103,1
300,15	100,9
300,65	99,2
301,15	97,6
301,65	96,2
302,15	92,9
302,65	91,9
303,15	90,8
303,65	88,6
304,15	87,6
304,65	85,6
305,15	84,4
305,65	82,7
306,15	80,9
306,65	80,1
307,15	78,3
307,65	76,9
308,15	0
308,65	74,4
309,15	73,4
309,65	71,2
310,15	70,6
310,65	0
311,15	67,7
311,65	66,7
312,15	65,9
312,65	63,7
313,15	63,3
313,65	62,4
314,15	61,4
314,65	60,3
315,15	59,1
315,65	57,8
316,65	57
316,65	0
317,15	55,7
317,65	54,5
318,15	53,4
318,65	52,8
319,15	51,8
319,65	50,9
320,15	50,3
320,65	48,9
321,15	48,4
321,65	47,8
322,15	46,6
322,65	46,1
323,15	45,3
323,65	44,6
324,15	43,8
324,65	43,3
325,15	42,3
325,65	42,9
326,15	41,3
326,65	40,5
327,15	40
327,65	39,4
328,15	38,7
328,65	38
329,15	37,4
329,65	36,9
330,15	36,4
330,65	35,7
331,15	35
331,65	0
332,15	34,3
332,65	33,7
333,15	33,2
333,65	0
334,15	32,1
334,65	31,6
335,15	31,2
335,65	30,7
336,15	30,2
336,65	29,8
337,15	29,3
337,65	28,9
338,15	28,5
338,65	28,1
339,15	27,7
339,65	27,2
340,15	26,9
340,65	26,4
341,15	26
341,65	25,9
342,15	25,2
342,65	24,9
343,15	24,6
343,65	24,3
344,15	24
344,65	23,6
345,15	23,2
345,65	22,9
346,15	22,6
346,65	22,4
347,15	21,9
347,65	21,7
348,15	21,3
348,65	20,9
349,15	20,7
349,65	20,4
350,15	20
350,65	0
351,15	19,5
351,65	19,3
352,15	19
352,65	18,5
353,15	18,3
353,65	0
354,15	18,1
354,65	0
355,15	17,6
355,65	17,5
356,15	17,1
356,65	16,8
357,15	16,6
357,65	16,4
358,15	16,2
358,65	16
359,15	15,7
359,65	15,5
360,15	15,4
360,65	15,2
361,15	15
361,65	14,7
362,15	14,5
